,Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Time Coração,Ganhadores 7 acertos,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Ganhadores Time Coração,Rateio Time Coração,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
642,656,25/11/2014,2,5,21,45,61,69,74,VASCO DA GAMA/RJ,0,,"R$0,00",4,"R$28.359,87",205,"R$790,51",3924,"R$6,00",38622,"R$2,00",32882,"R$5,00","R$5.309.151,64","R$2.338.000,00","R$5.600.000,00",
643,657,27/11/2014,2,11,13,14,25,40,64,CORITIBA/PR,0,,"R$0,00",5,"R$29.094,29",298,"R$697,37",5489,"R$6,00",52138,"R$2,00",17268,"R$5,00","R$5.672.830,31","R$2.744.852,00","R$6.000.000,00",
644,658,29/11/2014,19,20,25,40,58,64,65,AMÉRICA/RJ,0,,"R$0,00",4,"R$36.560,36",196,"R$1.065,89",4407,"R$6,00",44934,"R$2,00",11963,"R$5,00","R$6.038.433,87","R$2.653.710,00","R$6.300.000,00",
645,659,02/12/2014,6,21,34,39,45,54,63,PALMEIRAS/SP,0,,"R$0,00",6,"R$23.314,06",293,"R$682,03",5294,"R$6,00",49632,"R$2,00",42579,"R$5,00","R$6.707.986,14","R$2.919.776,00","R$7.000.000,00",
646,660,04/12/2014,8,13,35,43,47,59,72,VILA NOVA/GO,0,,"R$0,00",11,"R$15.838,42",421,"R$591,18",7020,"R$6,00",60946,"R$2,00",11742,"R$5,00","R$7.143.542,62","R$3.189.498,00","R$7.500.000,00",
647,661,06/12/2014,21,23,29,36,38,46,59,ABC/RN,0,,"R$0,00",5,"R$34.371,27",302,"R$812,94",5426,"R$6,00",53506,"R$2,00",22630,"R$5,00","R$7.573.183,52","R$3.217.964,00","R$8.000.000,00",
648,662,09/12/2014,7,12,29,47,58,67,70,AVAÍ/SC,0,,"R$0,00",9,"R$18.005,08",345,"R$670,99",5616,"R$6,00",53598,"R$2,00",19914,"R$5,00","R$7.978.297,93","R$3.038.982,00","R$8.300.000,00",
649,663,11/12/2014,5,7,27,44,58,60,77,TUNA LUSO/PA,0,,"R$0,00",4,"R$46.674,18",424,"R$629,03",7308,"R$6,00",66071,"R$2,00",11870,"R$5,00","R$8.445.039,71","R$3.410.626,00","R$8.800.000,00",
650,664,13/12/2014,13,14,17,25,33,35,57,IPATINGA/MG,0,,"R$0,00",14,"R$13.314,69",639,"R$416,73",9976,"R$6,00",82287,"R$2,00",16488,"R$5,00","R$9.351.667,34","R$3.561.606,00","R$9.800.000,00",
651,665,16/12/2014,4,26,27,36,42,70,74,MIXTO/MT,0,,"R$0,00",7,"R$29.040,94",259,"R$1.121,27",5614,"R$6,00",58604,"R$2,00",17108,"R$5,00","R$9.859.883,70","R$3.670.606,00","R$10.200.000,00",
652,666,18/12/2014,32,37,42,57,68,74,80,CRICIÚMA/SC,0,,"R$0,00",5,"R$46.735,05",331,"R$1.008,52",6346,"R$6,00",65548,"R$2,00",16336,"R$5,00","R$10.444.071,81","R$4.173.828,00","R$11.000.000,00",
653,667,20/12/2014,1,12,14,16,18,23,77,CEARÁ/CE,0,,"R$0,00",15,"R$14.988,96",573,"R$560,54",9692,"R$6,00",85109,"R$2,00",29709,"R$5,00","R$11.006.157,84","R$4.310.598,00","R$11.500.000,00",
654,668,23/12/2014,8,15,25,51,60,66,69,ATLÉTICO/MG,0,,"R$0,00",15,"R$14.598,76",358,"R$873,82",7554,"R$6,00",73398,"R$2,00",49012,"R$5,00","R$11.553.611,40","R$4.350.724,00","R$12.000.000,00",
655,669,27/12/2014,11,27,28,32,34,41,60,CSA/AL,1,SANTOS/SP,"R$12.206.341,77",3,"R$87.030,72",321,"R$1.161,95",7169,"R$6,00",73725,"R$2,00",15610,"R$5,00","R$0,00","R$4.637.952,00","R$650.000,00",
656,670,30/12/2014,9,15,16,32,57,64,69,AMÉRICA/MG,0,,"R$0,00",1,"R$87.389,38",186,"R$671,19",3155,"R$6,00",30326,"R$2,00",21983,"R$5,00","R$789.408,39","R$1.768.928,00","R$1.000.000,00",
657,671,03/01/2015,5,11,43,50,55,60,61,VILLA NOVA/MG,0,,"R$0,00",7,"R$12.760,21",153,"R$834,00",3017,"R$6,00",28469,"R$2,00",3952,"R$5,00","R$1.012.712,01","R$1.593.066,00","R$1.200.000,00",
658,672,06/01/2015,10,26,37,42,52,61,71,MIXTO/MT,0,,"R$0,00",1,"R$96.293,29",108,"R$1.273,72",2357,"R$6,00",26088,"R$2,00",7398,"R$5,00","R$1.253.445,23","R$1.719.820,00","R$1.500.000,00",
659,673,08/01/2015,11,27,36,38,48,57,75,ATLÉTICO/GO,0,,"R$0,00",4,"R$27.956,73",223,"R$716,37",3727,"R$6,00",36348,"R$2,00",11658,"R$5,00","R$1.533.012,52","R$2.069.808,00","R$1.800.000,00",
660,674,10/01/2015,3,22,25,30,33,39,71,SÃO PAULO/SP,0,,"R$0,00",4,"R$23.098,07",179,"R$737,36",3720,"R$6,00",35686,"R$2,00",34490,"R$5,00","R$2.002.604,85","R$2.013.232,00","R$2.300.000,00",
661,675,13/01/2015,22,25,48,56,61,63,76,ATLÉTICO/GO,0,,"R$0,00",3,"R$38.025,22",184,"R$885,68",3376,"R$6,00",32545,"R$2,00",10962,"R$5,00","R$2.287.793,97","R$2.076.048,00","R$2.500.000,00",
662,676,15/01/2015,8,18,26,30,43,62,79,PONTE PRETA/SP,0,,"R$0,00",2,"R$61.349,12",151,"R$1.160,81",3351,"R$6,00",34749,"R$2,00",10107,"R$5,00","R$2.594.539,55","R$2.209.902,00","R$2.900.000,00",
663,677,17/01/2015,1,4,16,21,41,42,64,IPATINGA/MG,0,,"R$0,00",4,"R$29.071,97",201,"R$826,49",3645,"R$6,00",35616,"R$2,00",9867,"R$5,00","R$2.885.259,23","R$2.115.358,00","R$3.100.000,00",
664,678,20/01/2015,33,40,50,56,58,59,61,IPATINGA/MG,0,,"R$0,00",2,"R$57.132,10",148,"R$1.102,93",2953,"R$6,00",30518,"R$2,00",9240,"R$5,00","R$3.170.919,74","R$2.045.928,00","R$3.400.000,00",
665,679,22/01/2015,2,7,18,44,45,66,77,FLAMENGO/RJ,0,,"R$0,00",6,"R$15.043,58",285,"R$452,43",5137,"R$6,00",45689,"R$2,00",59274,"R$5,00","R$3.675.367,08","R$2.311.510,00","R$3.900.000,00",
666,680,24/01/2015,2,4,5,44,67,68,79,RIO BRANCO/AC,0,,"R$0,00",3,"R$41.313,18",198,"R$894,22",3873,"R$6,00",38758,"R$2,00",6795,"R$5,00","R$3.985.215,91","R$2.217.416,00","R$4.200.000,00",
667,681,27/01/2015,7,11,21,28,42,57,79,PALMEIRAS/SP,1,CORRENTINA/BA,"R$4.272.780,94",2,"R$57.513,01",246,"R$667,97",5176,"R$6,00",45223,"R$2,00",38080,"R$5,00","R$0,00","R$2.464.166,00","R$100.000,00",
668,682,29/01/2015,5,19,33,42,46,69,75,GRÊMIO/RS,0,,"R$0,00",12,"R$5.716,16",200,"R$489,95",3301,"R$6,00",29473,"R$2,00",22614,"R$5,00","R$171.484,91","R$1.482.128,00","R$350.000,00",
669,683,31/01/2015,1,12,32,41,64,68,77,CRB/AL,0,,"R$0,00",3,"R$27.087,18",92,"R$1.261,82",1960,"R$6,00",21727,"R$2,00",4617,"R$5,00","R$374.638,70","R$1.432.040,00","R$500.000,00",
670,684,03/02/2015,5,24,34,43,66,74,77,VITÓRIA/BA,0,,"R$0,00",1,"R$72.944,85",118,"R$883,10",2465,"R$6,00",24392,"R$2,00",10023,"R$5,00","R$787.883,79","R$1.379.834,00","R$1.000.000,00",
671,685,05/02/2015,3,4,15,23,33,67,72,CRB/AL,0,,"R$0,00",4,"R$21.625,68",144,"R$858,16",3161,"R$6,00",30597,"R$2,00",5296,"R$5,00","R$1.004.140,58","R$1.575.036,00","R$1.200.000,00",
672,686,07/02/2015,4,11,20,24,29,35,58,RIO BRANCO/ES,0,,"R$0,00",2,"R$42.611,34",168,"R$724,68",3239,"R$6,00",30040,"R$2,00",5092,"R$5,00","R$1.217.197,30","R$1.551.538,00","R$1.400.000,00",
673,687,10/02/2015,6,7,8,50,55,56,58,INTERNACIONAL/RS,0,,"R$0,00",6,"R$12.554,00",184,"R$584,81",2911,"R$6,00",28874,"R$2,00",21300,"R$5,00","R$1.405.507,34","R$1.564.658,00","R$1.600.000,00",
674,688,12/02/2015,26,33,37,38,46,64,74,PORT DESPORT,0,,"R$0,00",1,"R$103.038,30",150,"R$981,31",3051,"R$6,00",30368,"R$2,00",8195,"R$5,00","R$1.663.103,07","R$1.860.880,00","R$1.900.000,00",
675,689,14/02/2015,2,26,30,43,68,76,79,BRAGANTINO/SP,0,,"R$0,00",5,"R$19.982,97",159,"R$897,70",2835,"R$6,00",27039,"R$2,00",6688,"R$5,00","R$2.137.891,58","R$1.778.708,00","R$2.300.000,00",
676,690,19/02/2015,3,4,8,35,52,66,78,SANTO ANDRÉ/SP,0,,"R$0,00",5,"R$22.185,06",201,"R$788,38",3888,"R$6,00",37421,"R$2,00",8425,"R$5,00","R$2.415.204,88","R$2.027.432,00","R$2.700.000,00",
677,691,21/02/2015,17,38,48,64,68,73,79,SÃO CAETANO/SP,0,,"R$0,00",1,"R$107.744,42",127,"R$1.211,97",2887,"R$6,00",29683,"R$2,00",8318,"R$5,00","R$2.684.565,92","R$1.930.176,00","R$2.900.000,00",
678,692,24/02/2015,13,19,27,35,55,64,66,VILLA NOVA/MG,0,,"R$0,00",8,"R$13.353,53",244,"R$625,45",4635,"R$6,00",40543,"R$2,00",4857,"R$5,00","R$2.951.636,59","R$1.948.348,00","R$3.200.000,00",
679,693,26/02/2015,7,17,24,34,40,51,59,PONTE PRETA/SP,0,,"R$0,00",3,"R$38.628,42",199,"R$831,91",3494,"R$6,00",34687,"R$2,00",9203,"R$5,00","R$3.241.349,72","R$2.095.880,00","R$3.500.000,00",
680,694,28/02/2015,4,15,57,61,62,64,70,NACIONAL/AM,0,,"R$0,00",2,"R$59.513,01",131,"R$1.297,99",3115,"R$6,00",31661,"R$2,00",7053,"R$5,00","R$3.819.119,41","R$2.103.180,00","R$4.100.000,00",
681,695,03/03/2015,3,15,20,26,36,53,69,MARÍLIA/SP,0,,"R$0,00",5,"R$25.776,05",226,"R$814,66",4474,"R$6,00",41977,"R$2,00",10712,"R$5,00","R$4.141.320,01","R$2.358.546,00","R$4.400.000,00",
682,696,05/03/2015,10,21,30,38,41,47,78,AMERICANO/RJ,0,,"R$0,00",5,"R$30.230,04",200,"R$1.079,64",3823,"R$6,00",40483,"R$2,00",10344,"R$5,00","R$4.519.195,54","R$2.685.366,00","R$4.800.000,00",
683,697,07/03/2015,22,23,30,54,57,65,75,PALMAS/TO,0,,"R$0,00",4,"R$38.772,28",204,"R$1.086,05",4505,"R$6,00",46132,"R$2,00",11888,"R$5,00","R$4.906.918,29","R$2.796.768,00","R$5.200.000,00",
684,698,10/03/2015,6,16,18,27,34,45,47,SANTA CRUZ/PE,0,,"R$0,00",3,"R$45.237,05",304,"R$637,74",5211,"R$6,00",48235,"R$2,00",16322,"R$5,00","R$5.246.196,16","R$2.562.416,00","R$5.500.000,00",
685,699,12/03/2015,23,32,33,42,47,54,78,AMÉRICA/RJ,1,BRUSQUE/SC,"R$5.628.438,86",5,"R$30.579,42",268,"R$815,01",5120,"R$6,00",48886,"R$2,00",12571,"R$5,00","R$0,00","R$2.790.150,00","R$500.000,00",
686,700,14/03/2015,20,23,25,52,60,73,77,RIO BRANCO/AC,0,,"R$0,00",1,"R$79.581,89",123,"R$924,29",2374,"R$6,00",23440,"R$2,00",4331,"R$5,00","R$560.818,64","R$1.415.698,00","R$750.000,00",
687,701,17/03/2015,1,6,36,44,56,61,75,PALMAS/TO,0,,"R$0,00",2,"R$40.685,37",108,"R$1.076,33",2368,"R$6,00",23095,"R$2,00",5326,"R$5,00","R$764.245,47","R$1.452.712,00","R$1.000.000,00",
688,702,19/03/2015,25,40,44,46,52,60,62,CRUZEIRO/MG,0,,"R$0,00",5,"R$16.289,40",137,"R$849,29",2546,"R$6,00",25391,"R$2,00",21899,"R$5,00","R$967.862,98","R$1.646.342,00","R$1.200.000,00",
689,703,21/03/2015,10,27,34,39,40,54,59,FLUMINENSE/RJ,0,,"R$0,00",5,"R$16.114,20",122,"R$943,45",2740,"R$6,00",27065,"R$2,00",18127,"R$5,00","R$1.169.290,46","R$1.601.548,00","R$1.400.000,00",
690,704,24/03/2015,3,7,31,37,65,70,72,AMERICANO/RJ,0,,"R$0,00",2,"R$42.780,43",109,"R$1.121,37",2513,"R$6,00",24445,"R$2,00",5288,"R$5,00","R$1.587.458,41","R$1.525.124,00","R$1.800.000,00",
691,705,26/03/2015,29,32,34,37,42,46,47,GUARANI/SP,0,,"R$0,00",5,"R$19.270,26",172,"R$800,25",3052,"R$6,00",30253,"R$2,00",10190,"R$5,00","R$1.828.336,57","R$1.778.242,00","R$2.000.000,00",
692,706,28/03/2015,30,38,41,44,48,57,73,OLARIA/RJ,0,,"R$0,00",1,"R$97.339,09",118,"R$1.178,43",2751,"R$6,00",26512,"R$2,00",5549,"R$5,00","R$2.071.684,30","R$1.722.944,00","R$2.300.000,00",
693,707,31/03/2015,24,47,58,60,64,75,80,JUVENTUS/SP,0,,"R$0,00",4,"R$24.240,92",124,"R$1.117,09",2808,"R$6,00",28525,"R$2,00",6984,"R$5,00","R$2.314.093,49","R$1.742.208,00","R$2.500.000,00",
694,708,02/04/2015,4,9,10,27,31,77,79,SAMPAIO CORRÊA/MA,0,,"R$0,00",6,"R$16.347,46",209,"R$670,43",4065,"R$6,00",36790,"R$2,00",7342,"R$5,00","R$2.559.305,41","R$1.815.838,00","R$2.800.000,00",
695,709,04/04/2015,19,26,28,38,48,65,72,SÃO RAIMUNDO/AM,0,,"R$0,00",0,"R$0,00",98,"R$1.023,52",2092,"R$6,00",20990,"R$2,00",4405,"R$5,00","R$3.034.529,36","R$1.256.702,00","R$3.200.000,00",Rateio em processamento. Tente mais tarde.
696,710,07/04/2015,7,11,12,45,65,69,80,UBERLÂNDIA/MG,0,,"R$0,00",5,"R$20.792,53",209,"R$710,61",3685,"R$6,00",35860,"R$2,00",6448,"R$5,00","R$3.294.435,97","R$1.888.392,00","R$3.500.000,00",
697,711,09/04/2015,3,27,33,34,39,45,65,FLUMINENSE/RJ,0,,"R$0,00",4,"R$26.204,15",279,"R$536,69",4897,"R$6,00",41844,"R$2,00",22026,"R$5,00","R$3.556.477,42","R$2.112.804,00","R$3.700.000,00",
698,712,11/04/2015,2,41,50,55,56,62,79,BOTAFOGO/RJ,0,,"R$0,00",5,"R$19.509,07",128,"R$1.088,67",2895,"R$6,00",29893,"R$2,00",26084,"R$5,00","R$3.800.340,87","R$1.965.932,00","R$4.000.000,00",
699,713,14/04/2015,20,24,27,39,52,60,80,GAMA/DF,0,,"R$0,00",3,"R$38.885,09",173,"R$963,29",3944,"R$6,00",36292,"R$2,00",10939,"R$5,00","R$4.091.979,01","R$2.139.554,00","R$4.300.000,00",
700,714,16/04/2015,11,31,34,57,64,71,72,PARANÁ/PR,0,,"R$0,00",9,"R$14.330,05",174,"R$1.058,87",3500,"R$6,00",36259,"R$2,00",8970,"R$5,00","R$4.690.380,19","R$2.303.446,00","R$5.000.000,00",
701,715,18/04/2015,26,39,41,45,47,53,64,VITÓRIA/BA,0,,"R$0,00",13,"R$9.378,97",244,"R$713,85",4193,"R$6,00",38296,"R$2,00",17005,"R$5,00","R$4.995.196,56","R$2.299.302,00","R$5.300.000,00",
702,716,23/04/2015,10,16,20,25,44,62,66,PARANÁ/PR,0,,"R$0,00",10,"R$17.175,56",314,"R$781,41",5965,"R$6,00",56922,"R$2,00",12726,"R$5,00","R$5.424.585,59","R$3.130.630,00","R$5.700.000,00",
703,717,25/04/2015,13,16,20,46,50,56,74,JUVENTUDE/RS,0,,"R$0,00",1,"R$146.691,13",192,"R$1.091,45",4425,"R$6,00",44831,"R$2,00",12361,"R$5,00","R$5.791.313,41","R$2.664.806,00","R$6.000.000,00",
704,718,28/04/2015,10,14,17,35,59,67,71,SERGIPE/SE,0,,"R$0,00",8,"R$19.285,02",297,"R$742,08",5646,"R$6,00",51298,"R$2,00",10839,"R$5,00","R$6.177.013,78","R$2.810.148,00","R$6.500.000,00",
705,719,30/04/2015,3,18,30,41,46,47,70,VILLA NOVA/MG,0,,"R$0,00",5,"R$33.283,19",250,"R$950,94",4339,"R$6,00",45319,"R$2,00",7515,"R$5,00","R$6.973.588,35","R$2.919.418,00","R$7.300.000,00",
706,720,02/05/2015,21,22,44,57,63,67,73,VITÓRIA/BA,0,,"R$0,00",5,"R$22.396,50",164,"R$975,45",3331,"R$6,00",33527,"R$2,00",15154,"R$5,00","R$7.253.544,68","R$2.092.794,00","R$7.500.000,00",
707,721,05/05/2015,6,8,22,32,36,53,68,BANGU/RJ,0,,"R$0,00",11,"R$15.736,72",315,"R$785,05",5747,"R$6,00",54707,"R$2,00",15847,"R$5,00","R$7.686.304,41","R$3.173.016,00","R$8.000.000,00",
708,722,07/05/2015,9,10,16,33,34,71,72,JI-PARANÁ / RO,1,SÃO JOSÉ DOS CAMPOS/SP,"R$8.186.529,38",7,"R$28.584,29",393,"R$727,33",7316,"R$6,00",68113,"R$2,00",16276,"R$5,00","R$0,00","R$3.675.470,00","R$200.000,00",
709,723,09/05/2015,6,10,20,31,32,57,79,GUARANI/SP,0,,"R$0,00",4,"R$20.339,27",122,"R$952,65",2557,"R$6,00",25698,"R$2,00",7402,"R$5,00","R$203.392,73","R$1.488.848,00","R$350.000,00",
710,724,12/05/2015,22,31,39,50,53,55,73,SPORT/PE,0,,"R$0,00",2,"R$38.960,70",102,"R$1.091,33",2042,"R$6,00",21592,"R$2,00",7833,"R$5,00","R$720.423,72","R$1.415.614,00","R$900.000,00",
711,725,14/05/2015,16,23,30,31,35,62,74,NÁUTICO/PE,0,,"R$0,00",3,"R$31.303,76",166,"R$808,18",2585,"R$6,00",26522,"R$2,00",8013,"R$5,00","R$955.201,93","R$1.694.378,00","R$1.200.000,00",
712,726,16/05/2015,3,9,10,66,68,70,77,SANTA CRUZ/PE,0,,"R$0,00",7,"R$11.895,07",141,"R$843,62",2817,"R$6,00",28763,"R$2,00",10948,"R$5,00","R$1.163.365,59","R$1.573.742,00","R$1.300.000,00",
713,727,19/05/2015,2,12,34,51,60,70,80,JOINVILLE/SC,0,,"R$0,00",2,"R$42.309,66",119,"R$1.015,83",2522,"R$6,00",24404,"R$2,00",8505,"R$5,00","R$1.374.913,85","R$1.545.410,00","R$1.500.000,00",
714,728,21/05/2015,20,39,47,50,53,60,61,VILLA NOVA/MG,0,,"R$0,00",2,"R$49.404,32",129,"R$1.094,22",2541,"R$6,00",26607,"R$2,00",4345,"R$5,00","R$1.621.935,45","R$1.730.350,00","R$1.800.000,00",
715,729,23/05/2015,2,20,29,43,45,62,78,GOIÁS/GO,0,,"R$0,00",5,"R$17.993,89",138,"R$931,36",2844,"R$6,00",28186,"R$2,00",13912,"R$5,00","R$2.072.146,16","R$1.707.902,00","R$2.200.000,00",
716,730,26/05/2015,10,16,19,42,54,69,74,U BARBARENSE,0,,"R$0,00",5,"R$17.255,05",175,"R$704,28",3010,"R$6,00",29888,"R$2,00",3650,"R$5,00","R$2.287.834,22","R$1.548.560,00","R$2.500.000,00",
717,731,28/05/2015,7,21,39,40,63,69,74,CRB/AL,0,,"R$0,00",0,"R$0,00",137,"R$1.006,86",2545,"R$6,00",26115,"R$2,00",6174,"R$5,00","R$2.625.787,30","R$1.713.196,00","R$2.900.000,00",
718,732,30/05/2015,7,54,59,64,65,71,78,YPIRANGA/AP,0,,"R$0,00",1,"R$96.084,96",121,"R$1.134,41",2319,"R$6,00",25329,"R$2,00",5538,"R$5,00","R$2.865.999,69","R$1.692.572,00","R$3.100.000,00",
719,733,02/06/2015,11,13,36,43,56,59,77,PARANÁ/PR,0,,"R$0,00",6,"R$16.289,27",215,"R$649,40",3702,"R$6,00",34551,"R$2,00",7005,"R$5,00","R$3.110.338,77","R$1.792.284,00","R$3.300.000,00",
720,734,06/06/2015,4,12,16,51,64,70,73,ATLÉTICO/MG,0,,"R$0,00",4,"R$26.986,08",187,"R$824,63",3507,"R$6,00",34538,"R$2,00",23814,"R$5,00","R$3.622.498,56","R$2.130.910,00","R$3.800.000,00",
721,735,09/06/2015,4,24,37,64,69,73,74,TUNA LUSO/PA,0,,"R$0,00",5,"R$20.231,01",169,"R$855,07",3154,"R$6,00",29933,"R$2,00",6094,"R$5,00","R$3.875.386,13","R$1.808.252,00","R$4.200.000,00",
722,736,11/06/2015,27,36,41,54,58,72,73,TREZE/PB,0,,"R$0,00",1,"R$110.216,64",199,"R$791,21",3655,"R$6,00",33886,"R$2,00",12419,"R$5,00","R$4.150.927,73","R$2.041.432,00","R$4.400.000,00",
723,737,13/06/2015,3,7,10,28,60,62,78,FLAMENGO/RJ,0,,"R$0,00",2,"R$35.492,71",232,"R$437,10",3539,"R$6,00",34327,"R$2,00",48506,"R$5,00","R$4.328.391,30","R$1.824.906,00","R$4.600.000,00",
724,738,16/06/2015,8,48,56,57,61,67,76,AMÉRICA/RN,0,,"R$0,00",4,"R$28.810,40",170,"R$968,41",3182,"R$6,00",31278,"R$2,00",9182,"R$5,00","R$4.616.495,32","R$2.066.766,00","R$4.800.000,00",
725,739,18/06/2015,9,15,17,19,40,45,50,OPERARIO/MS,0,,"R$0,00",5,"R$28.715,26",295,"R$695,28",5495,"R$6,00",50007,"R$2,00",8890,"R$5,00","R$5.246.023,65","R$2.615.172,00","R$5.600.000,00",
726,740,20/06/2015,5,34,37,44,61,73,80,BRASILIENSE/DF,0,,"R$0,00",1,"R$107.489,51",149,"R$1.030,58",3050,"R$6,00",31267,"R$2,00",7459,"R$5,00","R$5.514.747,43","R$1.925.894,00","R$5.800.000,00",
727,741,23/06/2015,30,36,44,49,54,63,73,BOTAFOGO/PB,0,,"R$0,00",7,"R$16.170,38",155,"R$1.043,25",3199,"R$6,00",32697,"R$2,00",9344,"R$5,00","R$5.797.729,05","R$2.043.102,00","R$6.000.000,00",
728,742,25/06/2015,11,15,32,37,61,63,74,PAULISTA/SP,0,,"R$0,00",5,"R$25.307,90",174,"R$1.038,91",3542,"R$6,00",35012,"R$2,00",6519,"R$5,00","R$6.114.077,83","R$2.234.184,00","R$6.400.000,00",
729,743,27/06/2015,2,9,11,33,35,61,69,AVAÍ/SC,0,,"R$0,00",6,"R$19.982,53",183,"R$935,95",4294,"R$6,00",40088,"R$2,00",14767,"R$5,00","R$6.413.815,84","R$2.252.542,00","R$6.650.000,00",
730,744,30/06/2015,4,17,30,36,48,56,61,JUVENTUDE/RS,0,,"R$0,00",7,"R$16.876,00",173,"R$975,49",3891,"R$6,00",36185,"R$2,00",11020,"R$5,00","R$7.001.770,19","R$2.162.208,00","R$7.300.000,00",
731,745,02/07/2015,3,23,43,51,53,64,70,AMÉRICA/RN,1,LONDRINA/PR,"R$7.348.376,35",2,"R$69.321,24",182,"R$1.088,24",3778,"R$6,00",39268,"R$2,00",11040,"R$5,00","R$0,00","R$2.492.842,00","R$100.000,00",
732,746,04/07/2015,19,30,34,40,48,58,76,INTERNACIONAL/RS,0,,"R$0,00",2,"R$32.187,63",81,"R$1.135,36",1798,"R$6,00",19535,"R$2,00",18038,"R$5,00","R$160.938,15","R$1.304.068,00","R$330.000,00",
733,747,07/07/2015,15,38,44,45,48,60,65,OPERARIO/MS,0,,"R$0,00",3,"R$22.880,90",62,"R$1.581,62",1980,"R$6,00",20214,"R$2,00",3253,"R$5,00","R$332.544,87","R$1.214.952,00","R$500.000,00",
734,748,09/07/2015,3,6,12,52,66,74,75,SANTA CRUZ/PE,0,,"R$0,00",2,"R$30.805,59",104,"R$846,30",1995,"R$6,00",20051,"R$2,00",7524,"R$5,00","R$486.572,83","R$1.151.678,00","R$700.000,00",
735,749,11/07/2015,2,9,37,40,58,60,73,AVAÍ/SC,0,,"R$0,00",2,"R$35.470,89",106,"R$956,08",2033,"R$6,00",20431,"R$2,00",7661,"R$5,00","R$866.034,00","R$1.300.200,00","R$1.000.000,00",
736,750,14/07/2015,8,26,31,33,50,67,79,RIVER/PI,0,,"R$0,00",3,"R$22.559,32",98,"R$986,55",1899,"R$6,00",19258,"R$2,00",5982,"R$5,00","R$1.035.228,94","R$1.224.422,00","R$1.200.000,00",
737,751,16/07/2015,7,10,12,23,44,67,70,OLARIA/RJ,0,,"R$0,00",4,"R$22.343,43",200,"R$638,38",3609,"R$6,00",32930,"R$2,00",5853,"R$5,00","R$1.258.663,23","R$1.641.658,00","R$1.500.000,00",
738,752,18/07/2015,6,12,26,42,58,66,68,INTERNACIONAL/RS,0,,"R$0,00",0,"R$0,00",128,"R$796,00",2539,"R$6,00",24255,"R$2,00",19465,"R$5,00","R$1.508.290,57","R$1.457.636,00","R$1.600.000,00",
739,753,21/07/2015,2,40,46,48,53,64,75,DESPORTIVA/ES,0,,"R$0,00",5,"R$16.521,70",101,"R$1.168,43",2367,"R$6,00",23177,"R$2,00",3896,"R$5,00","R$1.714.811,82","R$1.456.732,00","R$2.000.000,00",
740,754,23/07/2015,5,8,19,30,37,41,75,BAHIA/BA,0,,"R$0,00",3,"R$26.252,94",142,"R$792,34",2952,"R$6,00",28076,"R$2,00",17619,"R$5,00","R$2.106.579,49","R$1.575.048,00","R$2.300.000,00",
741,755,25/07/2015,1,21,52,64,66,69,71,NÁUTICO/PE,0,,"R$0,00",2,"R$39.923,64",106,"R$1.076,10",2076,"R$6,00",21652,"R$2,00",6525,"R$5,00","R$2.306.197,71","R$1.432.006,00","R$2.500.000,00",
742,756,28/07/2015,6,18,45,47,61,64,66,SERGIPE/SE,0,,"R$0,00",3,"R$27.956,31",122,"R$982,07",2499,"R$6,00",24482,"R$2,00",5601,"R$5,00","R$2.515.870,01","R$1.502.232,00","R$2.700.000,00",
743,757,30/07/2015,14,43,54,56,59,71,76,ATLÉTICO/GO,0,,"R$0,00",5,"R$18.985,80",190,"R$713,75",3131,"R$6,00",28908,"R$2,00",9100,"R$5,00","R$2.753.192,52","R$1.739.492,00","R$3.000.000,00",
744,758,01/08/2015,16,19,24,31,46,60,72,AMÉRICA/RN,0,,"R$0,00",7,"R$13.331,86",148,"R$900,80",3012,"R$6,00",28581,"R$2,00",7752,"R$5,00","R$2.986.500,03","R$1.696.928,00","R$3.200.000,00",
745,759,04/08/2015,3,6,27,31,50,64,74,UNIÃO SÃO JOÃO/SP,0,,"R$0,00",3,"R$30.056,24",124,"R$1.038,81",2786,"R$6,00",26673,"R$2,00",4793,"R$5,00","R$3.432.990,34","R$1.604.542,00","R$3.600.000,00",
746,760,06/08/2015,6,7,12,33,40,66,75,ATLÉTICO/MG,0,,"R$0,00",7,"R$11.971,38",269,"R$445,03",4152,"R$6,00",33403,"R$2,00",20265,"R$5,00","R$3.642.489,55","R$1.720.896,00","R$3.900.000,00",
747,761,08/08/2015,8,10,21,30,50,57,61,YPIRANGA/AP,0,,"R$0,00",3,"R$36.179,08",192,"R$807,56",3571,"R$6,00",33396,"R$2,00",6349,"R$5,00","R$3.913.832,65","R$1.946.150,00","R$4.000.000,00",
748,762,11/08/2015,5,17,36,42,61,69,77,PALMEIRAS/SP,0,,"R$0,00",5,"R$16.824,76",194,"R$619,46",3330,"R$6,00",31557,"R$2,00",29285,"R$5,00","R$4.124.142,06","R$1.805.224,00","R$4.400.000,00",
